,Estimated Average Ridership - Origin,Estimated Average Ridership - Origin,Estimated Average Ridership - Origin,Estimated Average Ridership - Origin,Estimated Average Ridership - Origin,Estimated Average Ridership - Origin,Estimated Average Ridership - Destination,Estimated Average Ridership - Destination,Estimated Average Ridership - Destination,Estimated Average Ridership - Destination,Estimated Average Ridership - Destination,Estimated Average Ridership - Destination,clusters
time_interval,Evening,Late Night,Midday,Rush Hour AM,Rush Hour PM,Weekend,Evening,Late Night,Midday,Rush Hour AM,Rush Hour PM,Weekend,
Station Complex Name,,,,,,,,,,,,,
Cypress Av (6),529.7142857142857,1103.2857142857142,2622.714285714286,1846.857142857143,3952.857142857143,1306.2857142857142,957.0,1979.4285714285713,2110.285714285714,1474.2857142857142,3000.4285714285716,1406.857142857143,low ridership
Cypress Hills (J),189.14285714285714,1321.5714285714284,1746.7142857142858,1816.7142857142858,1280.5714285714287,526.1428571428571,627.2857142857143,481.1428571428571,1284.142857142857,700.7142857142858,2898.285714285714,778.7142857142857,low ridership
"DeKalb Av (B,Q,R)",6895.857142857143,3842.714285714286,23103.85714285714,11098.857142857143,30781.0,14872.285714285714,7024.0,6561.857142857143,19656.0,15959.571428571428,26748.285714285714,15736.57142857143,low ridership
DeKalb Av (L),2561.714285714286,5433.0,14209.857142857143,11192.285714285714,10637.571428571428,9790.285714285714,7902.857142857143,3232.5714285714284,8062.857142857143,2535.0,20934.714285714286,9473.0,low ridership
"Delancey St (F)/Essex St (J,M,Z)",17281.0,9276.714285714286,27032.57142857143,13139.428571428572,37085.142857142855,28105.0,11848.42857142857,7421.142857142857,29733.571428571428,15496.714285714286,42610.0,31449.571428571428,low ridership
Ditmas Av (F),601.0,1753.4285714285716,4227.857142857143,3740.5714285714284,4017.285714285714,1950.142857142857,1595.0,1254.142857142857,2999.714285714286,1634.7142857142858,5924.428571428572,2048.285714285714,low ridership
Dyckman St (1),1334.142857142857,2977.142857142857,7203.428571428572,5221.571428571428,5528.285714285715,4204.0,2797.5714285714284,1420.142857142857,5139.857142857143,1886.7142857142858,9163.285714285714,4100.571428571428,low ridership
Dyckman St (A),993.0,2607.0,7075.285714285715,5480.142857142857,5544.0,5303.571428571428,3401.285714285714,1876.857142857143,4808.428571428572,1414.0,9938.42857142857,5172.285714285715,low ridership
E 143 St-St Mary's St (6),193.85714285714286,306.7142857142857,1127.2857142857142,608.2857142857142,2046.7142857142858,489.7142857142857,298.0,1067.142857142857,771.1428571428571,1057.857142857143,1013.4285714285714,468.42857142857144,low ridership
E 149 St (6),751.8571428571429,2628.285714285714,4411.428571428572,3733.5714285714284,3475.8571428571427,2753.5714285714284,1954.4285714285716,1421.4285714285713,3202.142857142857,1583.857142857143,6201.857142857143,2601.5714285714284,low ridership
"E 180 St (2,5)",1325.2857142857142,6560.857142857143,7359.571428571428,7118.285714285715,5456.142857142858,5205.714285714286,3252.1428571428573,2590.1428571428573,5681.714285714285,2299.5714285714284,12560.857142857143,4693.714285714285,low ridership
East 105 St (L),705.1428571428571,1612.857142857143,2548.0,2746.285714285714,2206.5714285714284,1195.0,1004.0,1144.4285714285713,1741.4285714285716,1025.142857142857,4021.714285714286,1212.857142857143,low ridership
East Broadway (F),6726.285714285715,3047.857142857143,16363.142857142857,7398.285714285715,20309.857142857145,14590.57142857143,5565.714285714286,3956.285714285714,16544.714285714286,9239.571428571428,19968.857142857145,14915.857142857143,low ridership
Eastchester-Dyre Av (5),432.57142857142856,3283.7142857142853,2910.5714285714284,3767.4285714285716,2402.0,1402.0,1060.4285714285713,1394.142857142857,2415.857142857143,1008.4285714285713,6269.714285714285,1466.4285714285713,low ridership
"Eastern Pkwy-Brooklyn Museum (2,3)",1030.7142857142858,762.2857142857142,5395.0,3314.4285714285716,5855.0,6156.142857142857,2199.4285714285716,810.8571428571429,5293.142857142857,1777.0,7299.428571428572,6145.285714285715,low ridership
Elder Av (6),877.4285714285714,4777.857142857143,4785.0,4097.857142857143,3270.4285714285716,3175.1428571428573,2656.714285714286,1699.2857142857142,3579.1428571428573,1376.4285714285713,8423.142857142857,3356.4285714285716,low ridership
"Elmhurst Av (M,R)",1559.2857142857142,6428.0,15811.0,12270.571428571428,8521.142857142857,9316.142857142857,8467.428571428572,2680.285714285714,9324.0,2281.0,22228.14285714286,10155.57142857143,low ridership
"Euclid Av (A,C)",1629.7142857142858,6019.714285714286,10026.428571428572,10003.42857142857,6824.142857142858,6913.714285714286,4443.714285714286,3177.5714285714284,6999.857142857143,2496.0,14939.42857142857,5798.714285714286,low ridership
Far Rockaway-Mott Av (A),1035.0,3644.1428571428573,3915.142857142857,2789.2857142857147,4550.0,2541.8571428571427,1406.142857142857,2528.285714285714,3037.0,1636.857142857143,5344.428571428572,2234.0,low ridership
"Flatbush Av-Brooklyn College (2,5)",3235.4285714285716,9094.714285714286,18756.714285714286,17131.571428571428,13060.0,8646.857142857143,6396.0,4573.714285714286,13362.142857142857,5491.285714285715,27839.428571428572,8576.428571428572,low ridership
Flushing Av (G),688.5714285714286,673.4285714285714,2891.285714285714,1376.142857142857,4772.0,1632.7142857142858,819.0,1965.142857142857,2333.285714285714,2537.0,2767.285714285714,1601.2857142857142,low ridership
"Flushing Av (M,J)",2033.857142857143,1772.5714285714287,8599.714285714286,3366.714285714286,10276.142857142857,5207.285714285715,2569.142857142857,3013.1428571428573,7329.571428571428,5245.142857142857,7900.428571428572,4857.0,low ridership
Flushing-Main St (7),19102.428571428572,31266.428571428572,67776.42857142858,48238.42857142857,59279.142857142855,52761.28571428572,25629.285714285714,17587.285714285714,53567.857142857145,21567.0,93763.0,50606.71428571429,high ridership
Fordham Rd (4),1788.4285714285716,5204.142857142857,9184.142857142857,6024.0,7281.142857142857,6696.0,3790.5714285714284,2703.285714285714,6987.571428571428,2931.5714285714284,11984.857142857143,6070.428571428572,low ridership
"Fordham Rd (B,D)",1494.5714285714287,4446.428571428572,7690.428571428572,6387.428571428572,7308.857142857143,3862.285714285714,3077.714285714286,2598.285714285714,6188.428571428572,2974.5714285714284,11203.571428571428,4302.142857142857,low ridership
Forest Av (M),628.7142857142858,2742.0,4793.0,4966.285714285714,2787.714285714286,2843.4285714285716,2462.285714285714,884.7142857142858,2916.0,616.4285714285714,8262.57142857143,2877.1428571428573,low ridership
"Forest Hills-71 Av (E,F,M,R)",6076.142857142857,9632.714285714286,28704.142857142855,23877.857142857145,23833.285714285714,17402.285714285714,9003.285714285716,5461.714285714286,22507.428571428572,8950.142857142857,44864.0,16794.428571428572,low ridership
Fort Hamilton Pkwy (D),740.4285714285714,1401.4285714285716,4285.0,3217.714285714286,4614.571428571428,2469.0,1669.2857142857142,1537.0,3270.714285714286,2594.714285714286,5117.142857142857,2454.5714285714284,low ridership
"Fort Hamilton Pkwy (F,G)",672.5714285714286,1522.5714285714284,6730.714285714285,7008.285714285714,5350.857142857143,4617.285714285715,2848.857142857143,1152.4285714285716,4244.714285714285,1683.142857142857,11027.857142857143,4236.428571428572,low ridership
Fort Hamilton Pkwy (N),905.2857142857143,3118.714285714286,7827.285714285715,7326.714285714285,4729.571428571428,4538.571428571428,3218.714285714286,1227.0,5132.857142857143,1814.0,11002.0,4480.428571428572,low ridership
"Franklin Av (2,3,4,5)/Botanic Garden (S)",3637.285714285714,4134.142857142857,17442.714285714286,12716.0,14993.857142857143,13428.714285714286,8295.285714285714,4225.714285714286,11059.714285714286,5236.428571428572,24144.57142857143,12853.42857142857,low ridership
"Franklin Av (C,S)",1761.7142857142858,1356.7142857142858,6396.142857142857,3550.285714285714,6664.000000000001,5164.285714285715,2966.5714285714284,1733.857142857143,4339.0,2184.714285714286,8216.857142857143,4921.142857142857,low ridership
Franklin St (1),2569.714285714286,679.0,6124.285714285715,1730.4285714285716,11259.142857142857,3764.5714285714284,1223.0,1463.5714285714287,8254.285714285714,6182.428571428572,6145.714285714286,4054.5714285714284,low ridership
"Freeman St (2,5)",629.4285714285714,2488.8571428571427,3945.4285714285716,2960.0,3060.4285714285716,2013.2857142857142,1707.0,1279.142857142857,2862.5714285714284,1304.7142857142858,5399.0,2088.8571428571427,low ridership
Fresh Pond Rd (M),675.5714285714286,3507.285714285714,5813.571428571428,6655.0,3616.1428571428573,3335.0,2809.1428571428573,1297.857142857143,4046.285714285714,821.8571428571429,10903.57142857143,3430.1428571428573,low ridership
"Fulton St (A,C,J,Z,2,3,4,5)",29009.714285714286,13902.714285714286,72699.14285714286,31955.285714285714,151387.0,57583.71428571428,21082.428571428572,27201.714285714286,92268.14285714286,83640.0,82295.71428571429,55294.71428571429,high ridership
Fulton St (G),2514.0,1237.2857142857142,6302.142857142857,2581.857142857143,10084.42857142857,6002.571428571428,1712.5714285714284,2767.714285714286,6230.857142857143,6018.285714285714,7648.857142857143,5861.142857142858,low ridership
"Gates Av (J,Z)",1231.857142857143,2192.5714285714284,7738.714285714286,5466.0,5673.714285714286,4836.0,3844.571428571429,1840.142857142857,3986.4285714285716,1617.0,10154.42857142857,4665.714285714286,low ridership
Graham Av (L),3236.857142857143,2098.0,11282.857142857143,7718.142857142857,10308.857142857143,7760.142857142857,5620.0,2741.285714285714,6679.714285714286,2828.0,16344.57142857143,7989.0,low ridership
"Grand Army Plaza (2,3)",1909.4285714285713,1075.2857142857142,8305.0,5934.285714285714,8686.0,7117.142857142857,3216.8571428571427,1567.0,6654.857142857143,3536.857142857143,12271.857142857143,6724.142857142857,low ridership
"Grand Av-Newtown (M,R)",2205.285714285714,10136.428571428572,20705.857142857145,18535.857142857145,12320.42857142857,11716.142857142857,10035.142857142857,3621.5714285714284,13175.857142857143,4018.285714285714,32879.28571428571,12725.857142857143,low ridership
"Grand Central-42 St (S,4,5,6,7)",49965.57142857143,26049.857142857145,138428.85714285713,76346.28571428571,244913.42857142858,92876.71428571429,32775.0,44946.57142857143,153377.14285714284,131784.2857142857,162894.0,82231.0,high ridership
"Grand St (B,D)",11274.57142857143,3361.714285714286,26377.285714285714,6763.142857142857,40216.57142857143,24377.714285714286,6170.428571428572,5834.285714285715,35664.42857142857,18542.42857142857,26433.714285714286,25997.714285714286,low ridership
Grand St (L),2317.714285714286,2220.1428571428573,7147.857142857143,4230.142857142858,8444.0,4820.714285714285,3208.4285714285716,3124.857142857143,5199.142857142857,3466.8571428571427,9484.285714285714,5116.714285714285,low ridership
Grant Av (A),854.1428571428571,3293.714285714286,5730.714285714285,5863.571428571428,3282.714285714286,3074.5714285714284,2557.4285714285716,1604.0,3649.8571428571427,955.7142857142857,8749.857142857143,2897.8571428571427,low ridership
Greenpoint Av (G),3188.1428571428573,1741.4285714285713,10064.0,6335.285714285715,12481.285714285714,8251.142857142857,3920.0,3800.1428571428573,8740.57142857143,3720.285714285714,14278.857142857143,8427.285714285714,low ridership
"Gun Hill Rd (2,5)",1288.857142857143,3550.714285714286,6077.857142857143,4374.142857142857,5077.0,3301.1428571428573,1995.142857142857,1803.2857142857142,4374.571428571428,2181.0,7385.142857142857,2951.0,low ridership
Gun Hill Rd (5),469.2857142857143,3290.285714285714,3907.5714285714284,4027.714285714286,2279.0,1742.7142857142858,1520.5714285714287,1069.4285714285713,2845.0,1046.142857142857,7035.857142857143,1904.7142857142858,low ridership
Halsey St (J),1001.8571428571429,2174.0,6405.714285714286,4702.571428571428,4285.285714285715,4073.1428571428573,3455.5714285714284,1511.5714285714284,3327.0,1020.8571428571429,8922.428571428572,3975.285714285714,low ridership
Halsey St (L),1828.142857142857,3408.857142857143,7779.857142857143,6529.285714285715,6143.0,5731.428571428572,4473.571428571428,2025.5714285714287,4725.857142857143,1621.142857142857,12247.285714285714,5640.714285714286,low ridership
Harlem-148 St (3),457.7142857142857,1332.4285714285716,3553.285714285714,3037.5714285714284,2261.4285714285716,1910.857142857143,1391.0,752.2857142857143,2060.5714285714284,763.0,4367.571428571428,1837.4285714285713,low ridership
"Hewes St (M,J)",915.2857142857143,802.8571428571429,3111.4285714285716,1782.0,3124.714285714286,2838.1428571428573,1487.5714285714287,801.7142857142857,2231.714285714286,1229.4285714285716,4063.5714285714284,2718.0,low ridership
"High St (A,C)",4235.285714285715,892.8571428571429,9029.0,4022.0,14420.0,9295.857142857143,2749.1428571428573,2064.857142857143,11653.142857142857,5358.285714285714,11749.57142857143,9691.42857142857,low ridership
Houston St (1),6180.571428571428,1619.0,11666.428571428572,2730.285714285714,26551.0,7302.571428571428,2793.4285714285716,5207.285714285714,17726.714285714286,14362.285714285714,11522.285714285714,8227.142857142857,low ridership
Howard Beach-JFK Airport (A),1712.4285714285716,1968.5714285714284,3396.5714285714284,1807.142857142857,3814.285714285714,3358.0,1049.2857142857142,1584.2857142857142,3134.285714285714,676.4285714285714,3840.8571428571427,2674.714285714286,low ridership
"Hoyt St (2,3)",3233.285714285714,872.5714285714286,8656.42857142857,2645.4285714285716,14092.0,7238.714285714285,2265.142857142857,2369.857142857143,9531.57142857143,6198.428571428572,9475.57142857143,7384.857142857143,low ridership
"Hoyt-Schermerhorn Sts (A,C,G)",5210.714285714286,1756.4285714285716,13027.285714285714,4472.142857142857,19312.0,11857.142857142857,4361.142857142857,4150.142857142857,13517.42857142857,7396.142857142857,15412.714285714286,11711.285714285714,low ridership
Hunters Point Av (7),929.5714285714286,1436.5714285714284,3740.8571428571427,2936.8571428571427,9585.57142857143,1098.5714285714287,1113.7142857142858,4294.285714285715,3852.1428571428573,5398.857142857143,4172.714285714286,1355.0,low ridership
Hunts Point Av (6),1923.0,5459.714285714285,8461.57142857143,7159.571428571428,7945.0,5228.714285714285,3224.0,3490.4285714285716,6384.714285714285,3654.285714285714,12146.0,4770.571428571428,low ridership
"Intervale Av (2,5)",452.85714285714283,1477.2857142857142,2635.8571428571427,1579.0,2344.8571428571427,1264.2857142857142,983.1428571428571,988.1428571428571,1932.4285714285713,1258.0,3041.5714285714284,1296.0,low ridership
Inwood-207 St (A),1578.4285714285713,4057.285714285714,9229.857142857143,7990.857142857143,7187.0,7183.857142857143,4296.857142857143,2899.1428571428573,6424.142857142857,2264.1428571428573,13586.142857142857,6382.714285714286,low ridership
"Jackson Av (2,5)",724.1428571428571,2243.8571428571427,4633.142857142857,3486.571428571429,4069.285714285714,1996.142857142857,1715.2857142857142,1457.0,3314.857142857143,2234.5714285714284,5893.285714285715,2170.4285714285716,low ridership
"Jamaica Center-Parsons/Archer (E,J,Z)",5689.714285714286,21787.857142857145,27326.0,25095.142857142855,24298.285714285714,12766.0,9251.714285714286,8897.285714285714,20638.428571428572,9761.428571428572,41900.28571428572,12571.57142857143,low ridership
Jamaica-179 St (F),2647.5714285714284,16656.0,17159.428571428572,20571.714285714286,10552.714285714286,9283.142857142857,7339.428571428572,5077.142857142857,11816.142857142857,3776.8571428571427,35231.28571428571,9310.857142857143,low ridership
Jamaica-Van Wyck (E),782.7142857142857,2911.142857142857,4415.428571428572,3773.714285714286,4882.428571428572,2662.4285714285716,1655.7142857142858,2064.714285714286,3640.285714285714,2280.714285714286,6883.0,2484.1428571428573,low ridership
"Jay St-MetroTech (A,C,F,R)",12358.0,4999.428571428572,39588.42857142857,10893.857142857143,65387.0,21888.85714285714,9058.0,12960.714285714286,44687.857142857145,36521.0,33713.857142857145,22355.714285714286,low ridership
Jefferson St (L),4424.142857142857,4893.571428571428,8597.285714285714,5449.285714285715,9123.285714285714,8575.42857142857,5730.857142857143,2938.8571428571427,6961.428571428572,2328.0,14580.57142857143,9508.714285714286,low ridership
Junction Blvd (7),5179.714285714285,21537.857142857145,27476.714285714286,25716.857142857145,20363.14285714286,22881.14285714286,15131.142857142857,7527.714285714285,19574.428571428572,4763.714285714285,44831.42857142857,20480.0,low ridership
Junius St (3),527.1428571428571,1030.0,2266.142857142857,1719.857142857143,2191.4285714285716,1324.142857142857,805.8571428571429,856.8571428571429,2094.5714285714284,1120.4285714285713,3190.1428571428573,1381.2857142857142,low ridership
"Kew Gardens-Union Tpke (E,F)",3459.1428571428573,12161.142857142857,24446.0,21758.0,19402.571428571428,13184.857142857143,8940.142857142857,6135.0,18417.285714285714,9088.0,38406.28571428572,13219.0,low ridership
"Kings Hwy (B,Q)",3305.0,7740.714285714285,22737.714285714286,18543.285714285714,17139.714285714286,11389.0,7156.714285714285,4078.4285714285716,15825.142857142857,7798.571428571428,32994.71428571428,11299.0,low ridership
Kings Hwy (F),544.0,1867.142857142857,3779.142857142857,3557.8571428571427,3046.714285714286,2283.285714285714,1262.142857142857,983.7142857142858,2822.0,1495.857142857143,5713.0,2094.714285714286,low ridership
Kings Hwy (N),682.5714285714286,3206.285714285714,6357.0,6532.428571428572,3512.1428571428573,3948.1428571428573,2382.714285714286,969.7142857142858,4065.714285714286,1564.142857142857,10340.285714285714,3940.5714285714284,low ridership
Kingsbridge Rd (4),1307.142857142857,5203.428571428572,7688.714285714286,6233.285714285715,6163.428571428572,5007.571428571428,3357.714285714286,2568.0,5676.285714285715,2954.5714285714284,10941.142857142857,4721.142857142857,low ridership
"Kingsbridge Rd (B,D)",800.2857142857142,3507.5714285714284,5150.571428571428,5958.142857142858,3700.857142857143,2431.8571428571427,2533.142857142857,1504.857142857143,3627.142857142857,1438.142857142857,8771.42857142857,2781.5714285714284,low ridership
Kingston Av (3),788.7142857142858,1414.857142857143,5560.285714285715,3223.2857142857147,4272.571428571428,3009.4285714285716,1900.7142857142858,1014.2857142857142,3326.5714285714284,1773.0,6360.428571428572,2842.8571428571427,low ridership
Kingston-Throop Avs (C),1352.4285714285716,1911.7142857142856,8413.714285714286,5351.571428571428,6572.571428571428,5537.285714285715,3929.857142857143,1685.2857142857142,4578.0,2094.285714285714,10467.42857142857,5310.571428571428,low ridership
Knickerbocker Av (M),711.8571428571429,1417.4285714285713,4654.571428571428,3554.1428571428573,3657.857142857143,3143.142857142857,2041.142857142857,961.1428571428571,2779.8571428571427,1058.0,6043.428571428572,2904.1428571428573,low ridership
Kosciuszko St (J),1215.0,2146.714285714286,6967.428571428572,4784.142857142857,4709.285714285715,4540.0,3488.4285714285716,1506.7142857142858,3287.714285714286,1300.0,8984.714285714286,4178.714285714285,low ridership
Lafayette Av (C),2930.5714285714284,1143.2857142857142,5936.428571428572,2445.0,7197.857142857143,5859.285714285715,2395.1428571428573,1505.5714285714284,5424.142857142857,2877.285714285714,8336.57142857143,5769.857142857143,low ridership
"Lexington Av (N,R,W)/59 St (4,5,6)",21823.571428571428,6423.142857142857,46863.0,12110.285714285716,103036.71428571429,36787.42857142857,10328.285714285714,21654.285714285714,70516.57142857143,54849.28571428571,45683.57142857143,37287.142857142855,high ridership
"Lexington Av-53 St (E,M)/51 St (6)",21605.714285714286,5934.714285714285,48485.0,12067.428571428572,114455.28571428571,29197.285714285714,11983.142857142857,22926.571428571428,66196.14285714286,66272.42857142858,44048.0,30554.428571428572,high ridership
"Lexington Av/63 St (F,Q)",5804.857142857143,1900.142857142857,13451.285714285714,5154.142857142857,24495.571428571428,10573.857142857143,3651.4285714285716,6087.571428571428,16669.714285714286,12125.0,14578.857142857143,10259.857142857143,low ridership
Liberty Av (C),384.57142857142856,1200.4285714285716,2551.285714285714,1741.5714285714284,2337.0,1326.857142857143,809.5714285714286,958.2857142857142,2014.142857142857,1049.0,3034.4285714285716,1273.7142857142858,low ridership
Livonia Av (L),682.4285714285714,1430.7142857142858,2539.1428571428573,2147.285714285714,2644.714285714286,1500.4285714285716,1037.0,935.7142857142857,2248.857142857143,1139.2857142857142,4011.8571428571427,1547.142857142857,low ridership
Longwood Av (6),576.4285714285714,1623.7142857142858,3082.8571428571427,2277.0,3230.8571428571427,1743.857142857143,1225.2857142857142,1682.4285714285716,2310.8571428571427,1619.4285714285716,3778.4285714285716,1672.857142857143,low ridership
Lorimer St (L)/Metropolitan Av (G),8633.857142857143,5395.571428571428,16103.714285714286,10655.0,17269.0,18483.714285714286,10040.0,4228.857142857143,12691.714285714286,4590.428571428572,28451.57142857143,19283.14285714286,low ridership
"Lorimer St (M,J)",1188.7142857142858,1090.857142857143,4154.428571428572,2570.1428571428573,4546.0,3311.4285714285716,1761.5714285714284,1433.857142857143,3118.714285714286,2075.5714285714284,5732.857142857143,3336.714285714286,low ridership
Marble Hill-225 St (1),942.4285714285714,2103.5714285714284,4591.428571428572,3971.714285714286,4036.0,2816.4285714285716,1759.4285714285713,1146.2857142857142,3715.714285714286,1713.5714285714287,7124.714285714286,2891.1428571428573,low ridership
"Marcy Av (M,J,Z)",4662.285714285714,2747.5714285714284,12859.142857142857,7534.5714285714275,15596.857142857143,10671.0,5021.0,4592.285714285715,10749.285714285714,5854.571428571428,17573.857142857145,10690.285714285714,low ridership
Mets-Willets Point (7),7802.285714285715,1658.857142857143,2915.1428571428573,1535.5714285714287,5862.857142857143,9920.42857142857,1270.5714285714287,2021.0,5182.714285714286,1903.0,10767.857142857143,9402.42857142857,low ridership
Middle Village-Metropolitan Av (M),656.2857142857143,2294.285714285714,3960.1428571428573,3951.5714285714284,3757.4285714285716,2059.0,1192.2857142857142,1481.2857142857142,3127.4285714285716,1384.857142857143,6391.285714285715,2002.7142857142858,low ridership
Middletown Rd (6),285.2857142857143,1686.2857142857144,1653.5714285714287,2323.4285714285716,1202.2857142857142,787.8571428571429,659.2857142857143,558.2857142857143,1335.4285714285713,621.7142857142858,3581.5714285714284,805.1428571428571,low ridership
Montrose Av (L),2663.714285714286,2328.714285714286,8021.285714285715,5030.428571428572,7513.428571428572,6685.714285714286,4674.428571428572,2303.4285714285716,4989.285714285715,2255.5714285714284,11334.285714285714,6979.571428571428,low ridership
Morgan Av (L),3239.5714285714284,1907.0,8089.285714285715,4079.0,8788.857142857143,7478.571428571428,4557.428571428572,2615.1428571428573,6397.714285714285,2076.8571428571427,11338.0,7596.857142857143,low ridership
Morris Park (5),141.42857142857142,1769.0,2470.4285714285716,3039.0,1306.857142857143,1040.2857142857142,1049.0,541.1428571428571,1429.0,418.14285714285717,4599.0,1074.0,low ridership
Morrison Av-Soundview (6),817.7142857142858,4493.142857142857,4586.0,4391.571428571428,2677.857142857143,2801.5714285714284,2288.8571428571427,1240.4285714285716,3466.857142857143,1146.2857142857142,8539.142857142857,3024.714285714286,low ridership
Mosholu Pkwy (4),1269.5714285714284,4333.142857142857,6667.428571428572,4702.285714285715,6988.285714285715,4304.714285714285,2762.1428571428573,2891.857142857143,5371.571428571428,3758.714285714286,9236.0,4108.428571428572,low ridership
Mt Eden Av (4),749.8571428571429,2802.714285714286,4040.5714285714284,3521.0000000000005,3773.857142857143,2650.1428571428573,1664.5714285714287,1622.2857142857142,3103.142857142857,1602.7142857142858,5728.142857142858,2444.4285714285716,low ridership
"Myrtle Av (M,J,Z)",3119.857142857143,4028.4285714285716,13969.714285714286,10036.142857142857,12410.285714285714,9868.285714285714,7269.857142857143,3909.714285714286,7719.0,3391.1428571428573,18465.285714285714,9330.428571428572,low ridership
Myrtle-Willoughby Avs (G),826.5714285714286,1505.7142857142858,5866.857142857143,4037.4285714285716,4803.142857142857,3563.0,2699.0,1547.7142857142858,3050.285714285714,1505.2857142857142,7351.857142857143,3491.285714285714,low ridership
"Myrtle-Wyckoff Avs (L,M)",4997.285714285715,11021.857142857143,24318.571428571428,18905.714285714286,19250.0,18379.571428571428,12048.285714285714,5731.714285714286,15308.0,5133.714285714285,35946.57142857143,16290.714285714286,low ridership
Nassau Av (G),4084.0,2112.285714285714,8625.428571428572,5991.428571428571,11771.57142857143,9532.0,3756.4285714285716,2926.5714285714284,8788.42857142857,3838.428571428571,14615.42857142857,9892.142857142857,low ridership
Neck Rd (Q),633.2857142857143,2386.142857142857,4553.0,5411.428571428572,2841.0,2555.714285714286,1719.0,666.1428571428571,3280.285714285714,1040.5714285714287,8207.142857142857,2523.8571428571427,low ridership
Neptune Av (F),216.71428571428572,685.4285714285714,1693.0,1224.857142857143,1656.142857142857,506.57142857142856,393.4285714285714,727.8571428571429,1190.0,898.8571428571428,2082.4285714285716,619.5714285714286,low ridership
"Nereid Av (2,5)",459.14285714285717,2160.285714285714,1989.142857142857,2294.0,1815.5714285714284,1069.7142857142858,769.1428571428571,762.5714285714286,1823.7142857142858,837.7142857142857,3898.0,1170.5714285714287,low ridership
"Nevins St (2,3,4,5)",3704.142857142857,1720.142857142857,10802.57142857143,5206.714285714286,14862.42857142857,7079.285714285715,3261.1428571428573,4588.428571428572,9888.42857142857,6183.857142857143,12563.857142857143,7336.571428571428,low ridership
New Lots Av (3),1011.5714285714286,3917.5714285714284,4558.571428571428,4430.285714285714,3252.8571428571427,2370.714285714286,1834.2857142857142,1635.0,3668.4285714285716,1443.2857142857142,7477.857142857143,2584.285714285714,low ridership
New Lots Av (L),713.4285714285714,2428.857142857143,3145.0,2782.285714285714,2525.142857142857,1619.5714285714287,1318.857142857143,1184.857142857143,2228.8571428571427,1017.2857142857143,4889.857142857143,1638.5714285714287,low ridership
New Utrecht Av (N)/62 St (D),738.2857142857142,2614.857142857143,5767.142857142857,4182.285714285714,5005.428571428572,3688.4285714285716,1981.4285714285716,1640.4285714285713,4157.0,2648.714285714286,7349.714285714286,3438.8571428571427,low ridership
"Newkirk Av-Little Haiti (2,5)",1140.857142857143,4319.571428571428,6803.714285714286,6919.142857142857,4076.285714285714,3569.0,2984.285714285714,1602.4285714285713,4472.0,1545.7142857142858,11247.42857142857,3662.5714285714284,low ridership
"Newkirk Plaza (B,Q)",1431.857142857143,4063.4285714285716,11761.57142857143,10575.0,7873.857142857143,5830.428571428572,5124.142857142857,1990.2857142857142,7453.285714285715,2359.714285714286,17092.0,6246.428571428572,low ridership
"Northern Blvd (M,R)",956.1428571428571,3576.1428571428573,7010.857142857143,6297.428571428572,5568.0,3837.714285714286,3124.5714285714284,2219.285714285714,4867.0,2048.857142857143,11041.57142857143,4148.857142857143,low ridership
"Norwood Av (J,Z)",356.0,1431.857142857143,2296.0,1979.2857142857142,1472.7142857142858,1143.7142857142858,953.7142857142858,604.4285714285714,1813.857142857143,569.1428571428571,3534.285714285714,1232.857142857143,low ridership
Norwood-205 St (D),973.8571428571429,4162.428571428572,5982.0,6221.285714285715,4297.571428571428,2762.1428571428573,2734.285714285714,1890.2857142857142,4324.285714285714,1790.857142857143,10048.285714285714,3206.0,low ridership
Nostrand Av (3),871.5714285714286,1156.2857142857142,3947.285714285714,2619.1428571428573,3873.4285714285716,2789.8571428571427,1737.2857142857142,979.5714285714286,2730.4285714285716,1384.857142857143,5242.0,2625.714285714286,low ridership
"Nostrand Av (A,C)",4266.857142857143,4206.0,20382.285714285714,13598.285714285714,17437.714285714286,14261.857142857143,9695.57142857143,5195.714285714285,12376.571428571428,5289.571428571428,26671.714285714286,13475.428571428572,low ridership
Ocean Pkwy (Q),656.7142857142858,1099.7142857142858,3377.4285714285716,2298.5714285714284,3272.8571428571427,2240.714285714286,849.4285714285714,578.7142857142858,3098.285714285714,1528.5714285714284,4330.571428571428,2149.1428571428573,low ridership
Ozone Park-Lefferts Blvd (A),1026.5714285714284,6782.714285714285,5232.857142857143,6518.857142857143,3239.4285714285716,3096.0,2140.0,1603.4285714285713,4311.714285714285,1197.5714285714284,12217.0,3200.285714285714,low ridership
Park Pl (S),414.0,354.7142857142857,1748.142857142857,1284.142857142857,1846.142857142857,1220.857142857143,716.0,520.5714285714286,1202.5714285714287,650.4285714285714,2286.0,1132.2857142857142,low ridership
Parkchester (6),1933.142857142857,10041.0,13687.714285714284,13788.142857142857,7707.142857142857,8083.857142857143,6290.142857142858,3819.4285714285716,9026.428571428572,2733.571428571429,22665.571428571428,7822.142857142857,low ridership
Parkside Av (Q),1226.7142857142858,2336.5714285714284,6328.857142857143,4983.714285714285,5006.285714285715,4828.571428571428,3534.8571428571427,1239.0,3975.285714285714,1397.142857142857,9516.428571428572,4788.0,low ridership
